Year,T2M,RH2M,PRECTOTCORR,District_Name,NDVI,Yield
2022,26.02172602739726,52.461726027397255,738.38,hathras,0.4104088549451105,3.585998698763825
2023,25.595753424657534,51.74282191780822,705.5,hathras,0.4156264432993356,3.898999078596943
2024,25.8074043715847,52.326912568306014,884.86,hathras,0.3933433578464702,2.336998076314316
2015,26.712520547945203,46.47175342465753,700.78,jalaun,0.2186769900077324,3.074430902706053
2016,27.13950819672131,45.66177595628415,765.5,jalaun,0.3389950426668581,2.8161635932831977
2017,27.707780821917808,41.06550684931507,500.25,jalaun,0.3013621194820392,1.6855536915986966
2018,26.90117808219178,47.19898630136986,932.8,jalaun,0.3878102980118717,3.1567713708630656
2019,26.066876712328767,54.82827397260274,892.72,jalaun,0.3152701815556671,2.795401033757332
2020,26.079016393442625,51.64898907103825,708.05,jalaun,0.353311231716505,3.1958468603713865
2021,26.188,52.57630136986301,958.08,jalaun,0.3564626753157415,3.360087012228175
2022,26.24394520547945,55.15093150684932,959.08,jalaun,0.3946562518656502,3.211716171617162
2023,26.133342465753422,53.351835616438365,768.77,jalaun,0.3813823448193234,2.9795661657455605
2024,26.25049180327869,54.88699453551912,961.44,jalaun,0.3917458182980276,1.3295020145044318
2015,27.164520547945205,48.473260273972606,678.68,jaunpur,0.2538730374825489,2.384001464606301
2016,26.682322404371583,53.76281420765027,1089.95,jaunpur,0.3930262644815182,2.683002006578267
2017,27.051671232876718,51.0826301369863,770.73,jaunpur,0.3693877761834631,2.647002081535259
2018,26.93750684931507,49.206657534246574,838.65,jaunpur,0.3674897450526109,2.859000509943906
2019,26.36668493150685,56.70446575342466,1089.74,jaunpur,0.3660599188692337,2.721001966978602
2020,25.127404371584696,62.924890710382506,1033.53,jaunpur,0.3731703524465948,2.85299994236422
2021,25.84490410958904,57.22698630136986,1001.42,jaunpur,0.4149982267438311,3.1832890911389207
2022,26.27558904109589,56.38013698630137,876.37,jaunpur,0.3907219628785719,3.1129991019372496
2023,26.48054794520548,54.51712328767123,808.39,jaunpur,0.4315839111963399,2.8619980918114027
2024,26.62598360655738,54.9646174863388,846.37,jaunpur,0.4128807663899104,1.9360022917711093
2015,26.116438356164384,49.64556164383562,878.09,jhansi,0.1715332154929794,2.073676077547127
2016,26.84142076502732,46.87308743169399,822.39,jhansi,0.3284226914105352,2.080985010327008
2017,27.361780821917804,41.88432876712329,542.29,jhansi,0.3089195044273398,1.896062882995258
2018,26.71126027397261,47.25643835616438,912.16,jhansi,0.3543923148786124,2.721690208283457
2019,25.956657534246578,54.23835616438356,824.62,jhansi,0.3317343705707173,2.4779107742671185
2020,26.0853825136612,50.97191256830602,651.29,jhansi,0.3510634175345319,2.698650811478632
2021,26.28687671232877,51.52112328767123,861.17,jhansi,0.3461126634650113,3.128604395850604
2022,26.140958904109592,54.84293150684932,983.01,jhansi,0.4251718351249347,2.7838376331755192
2023,25.69008219178082,55.2389589041096,892.72,jhansi,0.4058344548427178,1.5346059562927032
2024,25.934890710382515,56.41655737704918,1070.03,jhansi,0.3819794758594811,1.184314560076357
2015,26.614630136986303,43.75621917808219,598.93,kannauj,0.4391088282539463,3.346788771332873
2016,26.84153005464481,44.17398907103825,743.4399999999999,kannauj,0.3912713123611202,3.4888262505563272
2017,26.80021917808219,44.8861095890411,711.8,kannauj,0.3622593505523714,3.483295818839097
2018,26.304356164383563,48.58917808219178,979.12,kannauj,0.4402502818063764,3.577611701702502
2019,25.608465753424657,55.34093150684931,917.13,kannauj,0.3627001540191439,3.459635218910075
2020,25.38101092896175,52.81715846994536,782.18,kannauj,0.3943524265017439,3.570766197566116
2021,25.764794520547945,51.97005479452055,851.82,kannauj,0.3758116782349747,3.737751150332618
2022,25.857150684931508,55.25649315068493,1077.51,kannauj,0.4053487417923617,3.835960345196491
2023,25.75101369863014,53.39386301369863,795.93,kannauj,0.4263790829060273,3.8298160347561527
2024,25.979508196721312,53.33010928961748,846.52,kannauj,0.4208796008707952,1.408979474741152
2015,27.03128767123288,43.4201095890411,536.84,kanpur dehat,0.2785794836234472,3.058767401217332
2016,26.754890710382515,46.89322404371584,829.37,kanpur dehat,0.3651332498323387,3.4402335995157083
2017,26.780712328767127,47.40775342465754,859.0,kanpur dehat,0.3468225615658412,3.3057301882680346
2018,26.431561643835614,49.60912328767124,1124.38,kanpur dehat,0.4174845232701816,3.697173586371081
2019,25.61068493150685,57.370794520547946,1072.93,kanpur dehat,0.3473767180788277,3.4596680170772416
2020,25.1072131147541,57.07841530054645,909.03,kanpur dehat,0.3914846407419304,3.908462262881744
2021,25.615232876712327,54.86591780821918,1049.54,kanpur dehat,0.4092987994327302,3.9605880054698175
2022,25.75728767123288,57.56090410958904,1022.08,kanpur dehat,0.4124143408835323,3.6155996019240337
2023,25.78276712328767,55.0450410958904,862.78,kanpur dehat,0.4230866303905732,3.587727347591821
2024,26.25013661202185,52.99724043715848,773.61,kanpur dehat,0.3913413730655763,1.666969689524418
2015,27.22109589041096,46.62723287671233,685.47,kaushambi,0.4454137885523007,2.0840031544784496
2016,26.699562841530053,52.575874316939895,1119.4,kaushambi,0.3999200871168109,2.1769265579609653
2017,27.166136986301368,48.50942465753424,737.61,kaushambi,0.3771105197318875,2.078840196864632
2018,27.09123287671233,47.94816438356165,868.02,kaushambi,0.4246948897829798,2.6009999135521427
2019,26.248273972602743,56.20882191780822,1083.04,kaushambi,0.3628629377819127,2.380534102803474
2020,25.258961748633883,60.33057377049181,1017.27,kaushambi,0.3956548236898719,2.693441569328788
2021,26.0846301369863,54.54616438356164,977.39,kaushambi,0.4114055189631053,2.888997561748378
2022,26.371972602739728,55.04386301369863,882.04,kaushambi,0.4009118991981457,2.903366954406652
2023,26.4013698630137,53.55276712328767,824.13,kaushambi,0.4085713113316279,2.4304041148426103
2024,26.68729508196721,53.41131147540984,800.82,kaushambi,0.4027015259531182,1.5299935103411304
2015,25.24945205479452,53.02235616438356,1019.15,lalitpur,0.2483762614551241,1.627978165471476
2016,25.907349726775955,49.75131147540984,1229.85,lalitpur,0.3555450829921469,1.8649996379023164
2017,26.31797260273973,44.898219178082186,650.54,lalitpur,0.3558714807092986,1.5789963571004446
2018,26.0225205479452,46.95561643835616,825.78,lalitpur,0.3807561995083345,2.091103878491999
2019,25.29027397260274,54.82128767123288,1277.87,lalitpur,0.3699296334353656,2.394002795379906
2020,24.982677595628417,56.22489071038252,785.14,lalitpur,0.3638717107922132,2.3567498706158685
2021,25.476931506849315,54.00745205479453,1009.51,lalitpur,0.3869649335602978,2.6049977243932743
2022,25.35983561643836,56.122054794520544,1313.06,lalitpur,0.4169440353524744,2.680963554270381
2023,24.88871232876712,57.066849315068495,868.31,lalitpur,0.3577780763595584,2.088000761571974
2024,25.38639344262295,56.64699453551913,1137.65,lalitpur,0.3675198845597553,2.1220004498243954
2015,26.546465753424656,46.6511506849315,737.89,lucknow,0.4993807000987904,2.3689295548137137
2016,26.391229508196723,49.13040983606557,1050.69,lucknow,0.3776881815714447,2.670001308480141
2017,26.23139726027397,51.59854794520548,1128.51,lucknow,0.3834822465981262,2.580003138087939
2018,25.947150684931504,52.35928767123288,1381.52,lucknow,0.3904301012980978,2.730016449328915
2019,25.40364383561644,58.92657534246575,1300.6,lucknow,0.3949694271020951,2.6619956539613554
2020,24.76833333333333,59.20180327868852,1021.82,lucknow,0.4297946601332272,2.8280154990552275
2021,25.170630136986304,57.92421917808219,1346.25,lucknow,0.4308518453706479,2.704001264068843
2022,25.45295890410959,59.90339726027398,1071.97,lucknow,0.4301586992679989,2.871995970643258
2023,25.545698630136982,56.90852054794521,953.08,lucknow,0.4339503653034212,2.972002015658223
2024,25.793032786885245,56.15374316939891,1163.97,lucknow,0.3980492114758588,1.8220008825568932
2015,25.923232876712326,55.39153424657534,1120.7,maharajganj,0.4072330919206143,1.4170029725476485
2016,26.10852459016393,54.87248633879782,1249.92,maharajganj,0.4213882375969737,2.7805744147099087
2017,26.17808219178082,56.84654794520549,1334.48,maharajganj,0.4079178772247549,2.9689973262032088
2018,25.657890410958903,55.14243835616439,1188.32,maharajganj,0.3765404565890634,2.818000886071636
2019,25.51317808219178,61.112986301369865,1395.73,maharajganj,0.409474541757476,2.9410033308408674
2020,24.37601092896175,66.85338797814208,1687.7,maharajganj,0.408661836976279,3.1780008492343623
2021,24.912328767123288,64.74347945205479,2193.68,maharajganj,0.4335545373114208,3.286003079188701
2022,25.05142465753425,66.32024657534247,1268.46,maharajganj,0.4329152612651509,3.310001230960603
2023,25.692465753424656,60.29356164383562,1154.73,maharajganj,0.405518054467147,3.36
2024,25.84603825136612,59.77691256830601,1357.3,maharajganj,0.3933723714269059,2.3729986280057505
2015,26.928465753424657,47.03682191780822,674.11,mahoba,0.1099654743233896,1.1590616617827183
2016,26.73352459016393,50.81300546448088,1065.71,mahoba,0.3011835803067621,1.325203961432747
2017,27.467972602739724,44.75849315068493,558.15,mahoba,0.2928482476628957,0.5698463972575648
2018,27.028958904109587,47.77953424657534,901.36,mahoba,0.3119999195600675,2.0820911761505823
2019,26.093780821917807,56.066136986301366,1041.55,mahoba,0.2840641611639352,1.5581683917438411
2020,25.472076502732243,57.54726775956284,856.91,mahoba,0.3462924913766961,1.237516478569821
2021,26.13898630136986,53.65482191780821,958.07,mahoba,0.3521871044789916,1.842102756255557
2022,26.19668493150685,56.14002739726028,961.15,mahoba,0.42761018427401,1.9778997767512392
2023,26.102958904109588,54.659205479452055,843.45,mahoba,0.3826334539986549,1.7249759641063989
2024,26.343360655737705,55.326830601092894,879.41,mahoba,0.361173750345921,0.9764792091726774
2015,26.36575342465753,44.12942465753424,643.67,mainpuri,0.377038610343987,3.205279050904436
2016,26.90254098360656,42.884590163934426,764.4,mainpuri,0.3698737465194961,2.9849875315908347
2017,27.123123287671238,40.95868493150685,516.1,mainpuri,0.3480108751650707,3.1570001678697333
2018,26.339479452054796,47.14824657534247,871.02,mainpuri,0.442259717955261,3.3470017125273768
2019,25.91838356164384,51.97983561643836,744.72,mainpuri,0.3651779596592896,3.2529971435918466
2020,26.02295081967213,47.61412568306011,558.77,mainpuri,0.3716014378653978,3.485938073979989
2021,25.921726027397263,50.87495890410959,809.54,mainpuri,0.3979181916768284,3.73899904635696
2022,26.068821917808226,53.40246575342466,824.64,mainpuri,0.4275009842970016,3.5969991740846106
2023,25.78490410958904,52.43624657534247,730.08,mainpuri,0.4449858337785612,3.7880021892388487
2024,25.83516393442623,54.18412568306011,989.29,mainpuri,0.4009881857439468,2.330999966634413
2015,26.127726027397262,42.60947945205479,584.22,mathura,0.4490061727938803,3.2979979530822248
2016,26.71972677595629,41.09,768.51,mathura,0.2908787022563374,2.85000344113801
2017,26.708493150684934,39.79241095890411,508.98,mathura,0.3082544011324745,3.650002611920807
2018,26.105753424657536,45.42219178082191,815.37,mathura,0.3839308281362323,3.8260008542694055
2019,25.971342465753427,48.70150684931507,631.85,mathura,0.2899492297044364,3.221997907949791
2020,25.967568306010925,45.66232240437159,483.29,mathura,0.3705804811008164,3.749001977874797
2021,25.61290410958904,51.205945205479445,844.26,mathura,0.3737009957307575,3.688999849788409
2022,26.135287671232877,51.77284931506849,755.29,mathura,0.3826176419766927,3.736000690446455
2023,25.51843835616438,51.870821917808215,756.47,mathura,0.4021322592443797,3.486000493918627
2024,25.87669398907104,51.81997267759563,886.06,mathura,0.3439214079325127,2.099997940416242
2016,26.524890710382515,53.86407103825137,947.95,mau,0.3674479162442947,2.4319946116261018
2017,26.77852054794521,53.15556164383561,815.4,mau,0.3868863483823515,2.572001392742017
2018,26.576356164383565,50.17334246575343,768.83,mau,0.3144981840635671,2.7550031867431484
2019,26.2093698630137,57.826493150684925,977.39,mau,0.351043144722495,2.3999957801901024
2020,24.798715846994536,64.90879781420765,1169.77,mau,0.3789473687366133,2.822995640128004
2021,25.2614794520548,62.387369863013696,1320.8,mau,0.4124497004596975,2.99799723829702
2022,25.84997260273973,60.16441095890411,813.5,mau,0.3702888989772384,3.3220003161722085
2023,26.592712328767124,53.91712328767123,715.82,mau,0.4122089379904821,3.0529949976484674
2024,26.504972677595628,55.81844262295082,893.27,mau,0.3859876349529945,2.0869953836608937
2015,24.937972602739727,46.55495890410959,862.45,meerut,0.3274336483431679,3.6080049619625063
2016,26.06122950819672,39.60122950819672,658.41,meerut,0.4320057910100738,3.722003591017537
2017,25.61068493150685,43.31172602739726,655.45,meerut,0.5072952647416813,3.703002979860255
2018,25.093342465753423,48.15739726027397,840.51,meerut,0.4804215583145853,3.5860014807221368
2019,25.157232876712328,50.07378082191781,639.66,meerut,0.4435602331723269,3.667001543701453
2020,24.59549180327869,51.44505464480874,745.8100000000001,meerut,0.4663369619151539,4.079997537400726
2021,24.41156164383561,54.71969863013698,1124.21,meerut,0.4486434701425503,4.209002026794478
2022,25.049561643835617,55.78082191780822,857.4,meerut,0.4358271135777734,4.13000409018866
2023,24.28490410958904,57.17380821917808,1007.27,meerut,0.4804383327978949,4.291995505148173
2024,25.159726775956283,52.668907103825134,927.64,meerut,0.4527272346045539,3.222999263855295
2015,26.758219178082197,50.565616438356166,780.12,mirzapur,0.4366426400525273,1.5910923426296857
2016,26.53893442622951,53.92169398907104,1197.13,mirzapur,0.3758920828010195,2.034762627956056
2017,26.91372602739726,51.031150684931504,733.02,mirzapur,0.3434859236524724,1.9041498916073087
2018,26.845698630136987,48.74331506849315,828.39,mirzapur,0.3393400406832875,1.9717285094554184
2019,26.2572602739726,55.95504109589041,1066.74,mirzapur,0.322963383972362,1.9905280706784323
2020,24.909726775956287,63.59912568306011,1083.57,mirzapur,0.3726821327827069,2.314864962263568
2021,25.727726027397264,56.76761643835616,983.49,mirzapur,0.3449251746303192,2.45792527741016
2022,26.18394520547945,55.14986301369864,906.53,mirzapur,0.3488405829274186,2.623419160191767
2023,26.32043835616438,54.184356164383566,812.74,mirzapur,0.3614463419345244,2.5469804162821696
2024,26.3088524590164,56.36401639344262,1011.81,mirzapur,0.3443879614391976,1.7768433683482647
2015,25.013013698630136,50.203972602739725,1020.26,moradabad,0.367241874999561,2.8069980254783453
2016,25.915109289617487,43.59,797.6,moradabad,0.3959665619724932,3.034998233188404
2017,25.786109589041097,46.7321095890411,795.24,moradabad,0.3862285899602785,2.937999135842626
2018,25.23717808219178,50.30378082191781,972.38,moradabad,0.4492046707014767,3.2250019950522706
2019,25.25756164383562,51.776739726027394,772.49,moradabad,0.4113663772910046,2.9880014064285505
2020,24.589590163934428,53.554180327868856,848.64,moradabad,0.4329567998664875,3.126000193791531
2021,24.61942465753425,54.91986301369863,1161.95,moradabad,0.4390974060616931,3.179999380274125
2022,25.222794520547943,57.27715068493151,890.72,moradabad,0.4536896789133311,3.065998985801217
2023,24.63942465753425,57.94202739726028,1093.56,moradabad,0.4784790098119759,3.231998557589864
2024,25.329016393442625,54.248715846994536,1009.17,moradabad,0.4016786866985077,1.611002028928595
2015,24.574602739726025,49.45901369863014,1018.05,muzaffarnagar,0.2584697934639783,3.3579988862974237
2016,25.847404371584695,41.059043715847,725.97,muzaffarnagar,0.4567564909986912,3.2389983077375324
2017,25.34375342465753,45.43183561643836,751.24,muzaffarnagar,0.541890565977341,3.292999923412729
2018,24.71841095890411,50.21983561643836,927.0,muzaffarnagar,0.5175791108300452,3.284003644409736
2019,24.761150684931508,51.9112602739726,746.6,muzaffarnagar,0.4697727961833657,3.437000209649885
2020,23.993715846994537,54.67352459016393,952.28,muzaffarnagar,0.4916810633077215,3.3757661789925413
2021,24.218356164383565,55.38084931506849,1253.4,muzaffarnagar,0.4652277225481881,3.929999028698232
2022,24.56082191780822,59.02186301369863,1064.47,muzaffarnagar,0.4700895770622178,3.6480016703922966
2023,23.880520547945203,60.00243835616438,1232.28,muzaffarnagar,0.5058997016185977,3.709996810376907
2024,24.871775956284157,54.64024590163935,1093.04,muzaffarnagar,0.4768999065368614,2.8090001648846443
2015,25.119945205479453,53.412465753424655,1221.59,pilibhit,0.3698013439744584,3.2949980643171632
2016,25.728661202185798,49.661147540983606,1169.64,pilibhit,0.3847803903485308,3.325999266593326
2017,25.71750684931507,51.53,1071.0,pilibhit,0.4166937927384486,3.6959979347429135
2018,25.19739726027397,54.00676712328767,1392.52,pilibhit,0.4667028051190175,3.642002386865787
2019,24.967013698630133,57.59819178082192,1126.93,pilibhit,0.4541960659021536,3.3789989468572834
2020,24.05344262295082,60.31978142076503,1472.1,pilibhit,0.4452879847881899,3.786000814294201
2021,24.55112328767123,58.32646575342466,1386.03,pilibhit,0.4489067312068657,3.828998630446634
2022,24.995671232876717,61.34367123287671,1094.06,pilibhit,0.4602496559557328,3.610999912339655
2023,24.75884931506849,59.95112328767123,1148.26,pilibhit,0.4920662133595253,3.661003484320557
2024,25.32139344262295,56.66724043715847,1146.0,pilibhit,0.4051212343000369,2.5650002762736213
2015,26.9993698630137,46.32041095890411,677.56,pratapgarh,0.2640656659318244,2.039001614098772
2016,26.415546448087436,52.466830601092894,1010.21,pratapgarh,0.4119871556269987,2.44397827562797
2017,26.59994520547945,51.53320547945205,879.9,pratapgarh,0.3648709391454608,2.3219594958526337
2018,26.55120547945205,49.99435616438356,882.78,pratapgarh,0.4461153380728471,2.7185880231914936
2019,25.900109589041097,57.78232876712329,1130.21,pratapgarh,0.3746697550252237,2.380994420266365
2020,24.705765027322403,62.425683060109286,1062.52,pratapgarh,0.4165052552769551,2.8119392684610074
2021,25.32323287671233,58.91295890410959,1192.51,pratapgarh,0.4220030949871139,2.9338835754084807
2022,25.836986301369866,57.83345205479452,897.29,pratapgarh,0.4044264896991096,2.8159970547529607
2023,26.079260273972604,54.74950684931507,824.17,pratapgarh,0.4326112970800739,2.8120002164882894
2024,26.32114754098361,54.43573770491803,863.53,pratapgarh,0.4296571162054683,1.3849612447857278
2015,25.013013698630136,50.203972602739725,1020.26,rampur,0.3260023415444542,3.045000783124088
2016,25.915109289617487,43.59,797.6,rampur,0.3979784515133061,3.222997882186838
2017,25.786109589041097,46.7321095890411,795.24,rampur,0.3747938363423225,3.3809705275908297
2018,25.23717808219178,50.30378082191781,972.38,rampur,0.4565056891154684,3.464996940227529
2019,25.25756164383562,51.776739726027394,772.49,rampur,0.4346642492477929,3.269998990884322
2020,24.589590163934428,53.554180327868856,848.64,rampur,0.4121349307653594,3.3969999171247824
2021,24.61942465753425,54.91986301369863,1161.95,rampur,0.4263674765016983,3.4990005136249427
2022,25.222794520547943,57.27715068493151,890.72,rampur,0.4450615383204159,3.4719993158397355
2023,24.63942465753425,57.94202739726028,1093.56,rampur,0.4786458524747142,3.450002376474263
2024,25.329016393442625,54.248715846994536,1009.17,rampur,0.3744204960742758,1.7899977003097818
2016,25.315928961748632,45.05215846994536,931.74,saharanpur,0.4364847391228359,2.938998564878015
2017,24.650931506849314,50.33665753424658,1141.74,saharanpur,0.486336945907936,2.8849970051303417
2018,24.12591780821917,53.657972602739726,1265.53,saharanpur,0.4988690563254886,2.9630014997452587
2019,24.11123287671233,54.72402739726027,993.15,saharanpur,0.4506260260353373,3.051998330654685
2020,23.41172131147541,56.82191256830601,1221.04,saharanpur,0.4861217413703921,3.0
2021,23.94068493150685,55.73027397260274,1466.09,saharanpur,0.4810959307923887,3.475999715762733
2022,24.05835616438356,61.95621917808219,1429.2,saharanpur,0.4829189735001805,3.389002939181551
2023,23.50868493150685,61.999835616438354,1534.21,saharanpur,0.5074505518691943,3.465000366488309
2024,24.534180327868853,55.97860655737704,1286.13,saharanpur,0.4790569226056478,2.05499646595537
2015,25.5227397260274,49.99416438356164,1058.81,shahjahanpur,0.3028794578738117,3.5
2016,26.0274043715847,47.71622950819672,1040.35,shahjahanpur,0.329199439730132,3.4420002375579046
2017,26.05764383561644,48.71638356164384,884.46,shahjahanpur,0.3573986290196245,3.604002816051493
2018,25.540027397260275,52.16646575342465,1228.87,shahjahanpur,0.4191273020860181,3.6049982672253553
2019,25.28120547945205,55.772082191780825,991.63,shahjahanpur,0.4003371479803556,3.5779983948883367
2020,24.70191256830601,55.891912568306005,1004.96,shahjahanpur,0.3690343840345883,3.6009993748898044
2021,24.89008219178082,56.4801095890411,1122.35,shahjahanpur,0.4041421818933908,3.802998924043977
2022,25.383917808219177,58.10723287671232,1005.78,shahjahanpur,0.4275091227791898,3.6310005411603536
2023,25.168657534246574,56.58745205479452,975.84,shahjahanpur,0.4396175045196467,3.662000470145746
2024,25.548743169398907,54.92284153005464,1011.3,shahjahanpur,0.3603539188150175,1.9849997312467849
2015,25.850027397260277,52.33816438356165,1113.27,shravasti,0.6594240359709596,2.2709978349465105
2016,26.12726775956284,51.41265027322404,1371.07,shravasti,0.4458194625719974,2.6229931879642625
2017,26.042410958904107,54.00405479452055,1365.72,shravasti,0.4011482887581139,2.314007062384396
2018,25.53030136986301,54.49030136986301,1565.04,shravasti,0.4120388440444615,2.668993266546231
2019,25.23506849315068,59.99158904109589,1508.35,shravasti,0.4324158244046032,2.670888682936876
2020,24.510027322404373,61.70521857923497,1371.43,shravasti,0.4394230056316555,2.7160077687356545
2021,24.755260273972603,61.77501369863014,2020.49,shravasti,0.4214531052970368,2.9539937149069897
2022,25.11791780821918,63.33704109589041,1290.7,shravasti,0.4130722145964443,2.6889961904463293
2023,25.368136986301373,59.445068493150686,1211.82,shravasti,0.4114782654817066,3.0509953755921497
2024,25.665300546448087,57.65103825136612,1437.91,shravasti,0.3839199549761031,2.676006748331255
2015,26.13745205479452,47.44298630136986,792.25,sitapur,0.6242392322474773,2.3930024088773054
2016,26.364043715846996,47.44959016393442,976.24,sitapur,0.3784431194108799,2.7364138544911905
2017,26.20783561643836,49.55479452054794,974.93,sitapur,0.4074277630802056,2.7678495695322107
2018,25.82013698630137,51.779753424657535,1260.38,sitapur,0.4397167623905886,2.932000375145704
2019,25.25709589041096,57.92832876712329,1153.55,sitapur,0.4252095318430428,2.647000236711761
2020,24.836557377049186,56.700710382513655,932.24,sitapur,0.4278945912242831,3.06500170426804
2021,25.200109589041094,55.93764383561644,1106.72,sitapur,0.4362101055005976,3.159997961632362
2022,25.42109589041096,59.00575342465753,1143.15,sitapur,0.4331031844366185,3.182000415063014
2023,25.42739726027397,56.21372602739726,928.29,sitapur,0.4661711062966364,3.089000246524946
2024,25.738060109289616,54.825437158469946,953.36,sitapur,0.4252932093826101,1.7849958068767222
2016,26.155464480874315,55.27595628415301,1201.56,sonbhadra,0.4480201843462092,1.2944619281547436
2017,26.35301369863014,53.83808219178083,810.27,sonbhadra,0.3607762614030834,1.5902311539674672
2018,26.38572602739726,49.94706849315069,842.54,sonbhadra,0.3512750339829306,1.5055906354234407
2019,25.915397260273974,56.57967123287672,1037.25,sonbhadra,0.3365752639186893,1.9036901150074084
2020,24.449890710382512,65.47027322404371,1247.4,sonbhadra,0.4303786737410741,1.7230672206558837
2021,25.21849315068493,59.1865205479452,1070.31,sonbhadra,0.3805731038750282,1.888015576713528
2022,25.8078904109589,55.4702191780822,868.98,sonbhadra,0.3583499355545514,2.139369834522268
2023,26.00517808219178,54.24646575342466,826.77,sonbhadra,0.3548466758223105,2.34883238552884
2024,25.99710382513661,57.730382513661205,1059.52,sonbhadra,0.3832451266053644,2.0352835314679263
2015,26.73386301369863,46.99906849315069,738.11,sultanpur,0.3612306714563143,2.5799907847511885
2016,26.335601092896173,51.55437158469946,1035.79,sultanpur,0.4132516011881685,2.726933909068431
2017,26.32841095890411,52.73402739726028,1031.77,sultanpur,0.3775495455133489,2.794979848269322
2018,26.11068493150685,52.235452054794514,1075.6,sultanpur,0.4081406513594038,2.8219951504710887
2019,25.64254794520548,58.87602739726027,1211.41,sultanpur,0.3863417787369248,2.729910621983566
2020,24.514125683060108,62.87101092896175,1157.7,sultanpur,0.4150317357390315,3.167885544911224
2021,25.03528767123288,60.32024657534247,1429.44,sultanpur,0.4292844660559606,3.1880022246514392
2022,25.48358904109589,60.37545205479452,977.49,sultanpur,0.4233267069079488,3.1139966176512743
2023,25.77717808219178,56.40931506849316,897.22,sultanpur,0.4350577699000985,2.458004796163069
2024,26.00333333333333,55.929125683060114,985.89,sultanpur,0.4148258487247088,2.290004314684309
2015,27.03128767123288,43.4201095890411,536.84,unnao,0.3565085249350697,2.380901832490677
2016,26.754890710382515,46.89322404371584,829.37,unnao,0.3662202274387391,2.8628767491926803
2017,26.780712328767127,47.40775342465754,859.0,unnao,0.366656168677768,2.6489993898179183
2018,26.431561643835614,49.60912328767124,1124.38,unnao,0.4053412586602066,2.9569895251877885
2019,25.61068493150685,57.370794520547946,1072.93,unnao,0.3819912413995931,2.759905056742112
2020,25.1072131147541,57.07841530054645,909.03,unnao,0.4135763301092866,2.9650016733601072
2021,25.615232876712327,54.86591780821918,1049.54,unnao,0.4252705788085191,2.983980790242241
2022,25.75728767123288,57.56090410958904,1022.08,unnao,0.4171492878698979,2.85700066218822
2023,25.78276712328767,55.0450410958904,862.78,unnao,0.4080151059809934,3.047998278979137
2024,26.25013661202185,52.99724043715848,773.61,unnao,0.3810645304518869,2.0069987005937797
2016,26.76273224043716,53.666420765027326,1039.25,varanasi,0.3577202694971995,2.534661846145017
2017,27.14452054794521,51.194,765.5,varanasi,0.3485825848612366,2.541572357489566
2018,27.03956164383562,48.42309589041096,761.7,varanasi,0.3128425389144947,2.822997934832492
2019,26.474246575342463,56.47682191780822,1059.67,varanasi,0.349886126724685,2.512917676226968
2020,25.216803278688527,62.67448087431694,1040.55,varanasi,0.3766539188775955,2.802964242235497
2021,25.773890410958906,58.47260273972603,1114.41,varanasi,0.3957905628482611,3.022281281425083
2022,26.313726027397266,56.56161643835617,845.88,varanasi,0.3629016752030536,3.0788178753317554
2023,26.70917808219178,53.26293150684932,778.13,varanasi,0.4089526515275866,2.7227337569705616
2024,26.640054644808743,55.44133879781421,919.94,varanasi,0.3800465518721074,1.8509990235655889
